Customer ID,Category,Purchase Amount (USD),Review Rating,Discount Applied,Frequency of Purchases,Cluster
550,Accessories,29,3.6,Yes,Bi-Weekly,1
551,Accessories,62,3.3,Yes,Weekly,2
552,Outerwear,78,3.1,Yes,Bi-Weekly,0
553,Clothing,94,3.5,Yes,Weekly,0
554,Accessories,59,3.2,Yes,Quarterly,2
555,Footwear,47,3.0,Yes,Weekly,2
556,Accessories,57,4.8,Yes,Annually,2
557,Outerwear,90,5.0,Yes,Fortnightly,0
558,Clothing,60,2.9,Yes,Weekly,2
559,Footwear,77,3.2,Yes,Every 3 Months,0
560,Accessories,41,2.9,Yes,Monthly,1
561,Accessories,48,3.3,Yes,Annually,2
562,Outerwear,65,2.6,Yes,Fortnightly,2
563,Clothing,62,3.5,Yes,Annually,2
564,Footwear,99,4.4,Yes,Quarterly,0
565,Clothing,58,3.4,Yes,Weekly,2
566,Accessories,43,4.2,Yes,Weekly,1
567,Footwear,93,3.6,Yes,Fortnightly,0
568,Clothing,50,3.0,Yes,Fortnightly,2
569,Clothing,88,4.0,Yes,Monthly,0
570,Clothing,33,4.4,Yes,Every 3 Months,1
571,Clothing,99,4.1,Yes,Annually,0
572,Outerwear,76,3.6,Yes,Weekly,0
573,Accessories,97,4.6,Yes,Annually,0
574,Clothing,68,3.2,Yes,Bi-Weekly,2
575,Footwear,79,4.8,Yes,Bi-Weekly,0
576,Clothing,86,4.8,Yes,Monthly,0
577,Accessories,68,5.0,Yes,Every 3 Months,2
578,Clothing,52,3.7,Yes,Annually,2
579,Footwear,90,4.6,Yes,Fortnightly,0
580,Footwear,41,3.7,Yes,Annually,1
581,Clothing,80,4.1,Yes,Weekly,0
582,Clothing,100,2.7,Yes,Every 3 Months,0
583,Outerwear,77,4.9,Yes,Quarterly,0
584,Clothing,78,4.0,Yes,Monthly,0
585,Clothing,94,4.7,Yes,Monthly,0
586,Clothing,23,2.8,Yes,Every 3 Months,1
587,Clothing,20,4.9,Yes,Annually,1
588,Clothing,86,4.2,Yes,Every 3 Months,0
589,Footwear,60,3.0,Yes,Quarterly,2
590,Clothing,70,3.4,Yes,Annually,2
591,Accessories,39,4.6,Yes,Fortnightly,1
592,Accessories,37,4.2,Yes,Bi-Weekly,1
593,Footwear,29,3.2,Yes,Every 3 Months,1
594,Outerwear,35,4.4,Yes,Every 3 Months,1
595,Clothing,83,2.5,Yes,Monthly,0
596,Footwear,77,3.6,Yes,Quarterly,0
597,Footwear,37,4.5,Yes,Annually,1
598,Accessories,69,3.4,Yes,Fortnightly,2
599,Clothing,66,3.2,Yes,Every 3 Months,2
600,Footwear,26,4.2,Yes,Every 3 Months,1
601,Accessories,63,5.0,Yes,Monthly,2
602,Accessories,38,4.7,Yes,Fortnightly,1
603,Footwear,58,4.2,Yes,Every 3 Months,2
604,Accessories,46,3.4,Yes,Every 3 Months,1
605,Accessories,92,4.4,Yes,Every 3 Months,0
606,Accessories,32,4.2,Yes,Weekly,1
607,Accessories,90,4.5,Yes,Monthly,0
608,Clothing,23,2.8,Yes,Monthly,1
609,Accessories,25,3.3,Yes,Every 3 Months,1
610,Clothing,54,4.6,Yes,Fortnightly,2
611,Clothing,72,2.5,Yes,Every 3 Months,2
612,Accessories,33,4.7,Yes,Monthly,1
613,Accessories,43,4.6,Yes,Quarterly,1
614,Outerwear,51,2.6,Yes,Bi-Weekly,2
615,Accessories,85,4.0,Yes,Bi-Weekly,0
616,Footwear,100,2.6,Yes,Annually,0
617,Accessories,72,4.6,Yes,Every 3 Months,2
618,Accessories,57,2.6,Yes,Quarterly,2
619,Outerwear,94,4.0,Yes,Bi-Weekly,0
620,Accessories,34,4.6,Yes,Every 3 Months,1
621,Accessories,89,3.7,Yes,Every 3 Months,0
622,Accessories,27,4.4,Yes,Weekly,1
623,Clothing,63,4.0,Yes,Fortnightly,2
624,Footwear,70,4.7,Yes,Bi-Weekly,2
625,Clothing,87,3.4,Yes,Annually,0
626,Accessories,79,4.0,Yes,Weekly,0
627,Accessories,79,3.9,Yes,Annually,0
628,Footwear,44,4.1,Yes,Monthly,1
629,Clothing,85,3.7,Yes,Monthly,0
630,Footwear,90,4.7,Yes,Annually,0
631,Accessories,94,4.3,Yes,Annually,0
632,Footwear,68,4.1,Yes,Fortnightly,2
633,Accessories,51,3.9,Yes,Fortnightly,2
634,Footwear,33,2.9,Yes,Quarterly,1
635,Footwear,60,3.9,Yes,Weekly,2
636,Clothing,59,4.3,Yes,Quarterly,2
637,Accessories,30,2.8,Yes,Every 3 Months,1
638,Clothing,20,3.4,Yes,Fortnightly,1
639,Footwear,20,2.7,Yes,Monthly,1
640,Clothing,24,4.0,Yes,Annually,1
641,Clothing,88,4.4,Yes,Fortnightly,0
642,Clothing,78,3.9,Yes,Every 3 Months,0
643,Clothing,25,2.8,Yes,Bi-Weekly,1
644,Clothing,57,3.2,Yes,Every 3 Months,2
645,Accessories,93,4.3,Yes,Weekly,0
646,Clothing,42,4.2,Yes,Bi-Weekly,1
647,Footwear,54,4.9,Yes,Bi-Weekly,2
648,Clothing,70,3.7,Yes,Fortnightly,2
649,Clothing,31,4.1,Yes,Weekly,1
650,Clothing,93,4.2,Yes,Every 3 Months,0
651,Accessories,40,3.9,Yes,Annually,1
652,Accessories,32,2.9,Yes,Fortnightly,1
653,Accessories,27,3.1,Yes,Weekly,1
654,Accessories,68,3.6,Yes,Fortnightly,2
655,Accessories,59,4.4,Yes,Annually,2
656,Accessories,36,3.1,Yes,Monthly,1
657,Clothing,23,3.9,Yes,Quarterly,1
658,Outerwear,80,4.3,Yes,Quarterly,0
659,Accessories,37,4.9,Yes,Weekly,1
660,Clothing,52,3.6,Yes,Weekly,2
661,Outerwear,79,5.0,Yes,Quarterly,0
662,Clothing,68,4.1,Yes,Quarterly,2
663,Accessories,98,2.8,Yes,Bi-Weekly,0
664,Clothing,83,4.7,Yes,Monthly,0
665,Clothing,83,4.4,Yes,Bi-Weekly,0
666,Clothing,55,4.9,Yes,Annually,2
667,Clothing,26,3.1,Yes,Quarterly,1
668,Accessories,76,2.6,Yes,Quarterly,0
669,Clothing,85,2.9,Yes,Monthly,0
670,Outerwear,89,3.3,Yes,Bi-Weekly,0
671,Clothing,41,4.8,Yes,Bi-Weekly,1
672,Outerwear,30,4.7,Yes,Weekly,1
673,Clothing,53,3.3,Yes,Quarterly,2
674,Clothing,66,4.2,Yes,Bi-Weekly,2
675,Accessories,33,4.7,Yes,Annually,1
676,Accessories,86,2.6,Yes,Annually,0
677,Clothing,60,2.9,Yes,Bi-Weekly,2
678,Clothing,62,2.7,Yes,Annually,2
679,Clothing,74,3.3,Yes,Every 3 Months,2
680,Footwear,95,3.4,Yes,Fortnightly,0
681,Footwear,25,4.2,Yes,Annually,1
682,Clothing,59,3.8,Yes,Every 3 Months,2
683,Outerwear,29,4.0,Yes,Bi-Weekly,1
684,Footwear,36,2.7,Yes,Monthly,1
685,Accessories,82,4.7,Yes,Monthly,0
686,Clothing,71,3.5,Yes,Fortnightly,2
687,Clothing,35,3.0,Yes,Fortnightly,1
688,Accessories,38,3.3,Yes,Quarterly,1
689,Accessories,59,4.7,Yes,Monthly,2
690,Clothing,91,4.7,Yes,Every 3 Months,0
691,Clothing,68,4.8,Yes,Weekly,2
692,Accessories,21,2.9,Yes,Bi-Weekly,1
693,Accessories,95,4.0,Yes,Every 3 Months,0
694,Clothing,52,3.1,Yes,Every 3 Months,2
695,Clothing,21,3.5,Yes,Every 3 Months,1
696,Clothing,67,3.7,Yes,Every 3 Months,2
697,Accessories,42,2.8,Yes,Monthly,1
698,Accessories,63,4.6,Yes,Quarterly,2
699,Footwear,41,3.8,Yes,Weekly,1
700,Accessories,46,2.6,Yes,Weekly,1
701,Clothing,79,4.1,Yes,Monthly,0
702,Footwear,90,3.3,Yes,Every 3 Months,0
703,Clothing,71,3.4,Yes,Weekly,2
704,Clothing,87,3.0,Yes,Weekly,0
705,Clothing,66,3.2,Yes,Annually,2
706,Clothing,90,4.5,Yes,Quarterly,0
707,Clothing,47,4.8,Yes,Weekly,2
708,Clothing,38,3.7,Yes,Annually,1
709,Accessories,50,3.4,Yes,Fortnightly,2
710,Outerwear,79,4.6,Yes,Monthly,0
711,Accessories,91,4.1,Yes,Fortnightly,0
712,Footwear,60,3.5,Yes,Bi-Weekly,2
713,Clothing,81,3.8,Yes,Quarterly,0
714,Clothing,90,2.6,Yes,Bi-Weekly,0
715,Outerwear,70,4.4,Yes,Fortnightly,2
716,Clothing,63,2.6,Yes,Quarterly,2
717,Accessories,29,3.6,Yes,Bi-Weekly,1
718,Clothing,90,4.2,Yes,Every 3 Months,0
719,Clothing,22,4.6,Yes,Annually,1
720,Clothing,22,3.3,Yes,Bi-Weekly,1
721,Accessories,62,3.4,Yes,Weekly,2
722,Clothing,57,4.4,Yes,Every 3 Months,2
723,Clothing,32,4.3,Yes,Bi-Weekly,1
724,Accessories,53,3.5,Yes,Monthly,2
725,Clothing,79,4.7,Yes,Every 3 Months,0
726,Accessories,61,3.1,Yes,Fortnightly,2
727,Clothing,78,3.6,Yes,Every 3 Months,0
728,Clothing,97,4.8,Yes,Every 3 Months,0
729,Clothing,78,3.7,Yes,Every 3 Months,0
730,Accessories,56,3.2,Yes,Every 3 Months,2
731,Footwear,25,3.9,Yes,Fortnightly,1
732,Outerwear,28,3.5,Yes,Fortnightly,1
733,Clothing,57,2.8,Yes,Bi-Weekly,2
734,Clothing,36,2.7,Yes,Bi-Weekly,1
735,Clothing,69,3.1,Yes,Every 3 Months,2
736,Accessories,48,3.6,Yes,Bi-Weekly,2
737,Clothing,58,2.9,Yes,Every 3 Months,2
738,Accessories,24,3.6,Yes,Annually,1
739,Accessories,31,3.5,Yes,Quarterly,1
740,Clothing,29,3.5,Yes,Bi-Weekly,1
741,Clothing,69,2.8,Yes,Fortnightly,2
742,Clothing,79,4.7,Yes,Every 3 Months,0
743,Clothing,39,3.1,Yes,Quarterly,1
744,Accessories,84,4.9,Yes,Weekly,0
745,Footwear,66,4.1,Yes,Bi-Weekly,2
746,Clothing,92,4.7,Yes,Monthly,0
747,Footwear,45,2.5,Yes,Annually,1
748,Clothing,74,4.4,Yes,Weekly,2
749,Accessories,39,3.9,Yes,Quarterly,1
750,Accessories,71,3.7,Yes,Quarterly,2
751,Clothing,95,3.4,Yes,Annually,0
752,Accessories,72,4.8,Yes,Monthly,2
753,Accessories,85,4.2,Yes,Every 3 Months,0
754,Footwear,54,3.4,Yes,Quarterly,2
755,Accessories,41,2.9,Yes,Quarterly,1
756,Outerwear,24,3.3,Yes,Weekly,1
757,Accessories,99,4.8,Yes,Fortnightly,0
758,Clothing,32,3.8,Yes,Quarterly,1
759,Footwear,71,4.6,Yes,Every 3 Months,2
760,Clothing,49,2.6,Yes,Fortnightly,2
761,Accessories,50,3.4,Yes,Annually,2
762,Accessories,91,4.2,Yes,Weekly,0
763,Accessories,46,3.9,Yes,Fortnightly,1
764,Clothing,50,2.9,Yes,Monthly,2
765,Clothing,39,4.2,Yes,Quarterly,1
766,Footwear,99,3.0,Yes,Quarterly,0
767,Accessories,48,3.6,Yes,Monthly,2
768,Outerwear,77,2.5,Yes,Annually,0
769,Accessories,95,2.6,Yes,Weekly,0
770,Clothing,100,4.3,Yes,Monthly,0
771,Footwear,54,3.3,Yes,Annually,2
772,Clothing,68,2.6,Yes,Fortnightly,2
773,Clothing,22,3.6,Yes,Bi-Weekly,1
774,Accessories,84,2.6,Yes,Bi-Weekly,0
775,Accessories,46,3.5,Yes,Quarterly,1
776,Accessories,53,3.0,Yes,Monthly,2
777,Clothing,60,5.0,Yes,Every 3 Months,2
778,Clothing,32,2.5,Yes,Weekly,1
779,Clothing,50,2.9,Yes,Annually,2
780,Clothing,94,4.6,Yes,Annually,0
781,Footwear,26,3.6,Yes,Quarterly,1
782,Accessories,44,3.0,Yes,Fortnightly,1
783,Clothing,57,4.5,Yes,Weekly,2
784,Clothing,65,4.5,Yes,Fortnightly,2
785,Clothing,72,3.2,Yes,Every 3 Months,2
786,Clothing,62,4.0,Yes,Fortnightly,2
787,Accessories,21,4.8,Yes,Every 3 Months,1
788,Accessories,85,3.7,Yes,Weekly,0
789,Clothing,51,3.8,Yes,Quarterly,2
790,Accessories,84,2.7,Yes,Bi-Weekly,0
791,Clothing,37,4.9,Yes,Quarterly,1
792,Accessories,44,3.1,Yes,Fortnightly,1
793,Footwear,45,4.2,Yes,Weekly,1
794,Clothing,35,3.8,Yes,Monthly,1
795,Accessories,50,4.2,Yes,Fortnightly,2
796,Footwear,26,4.6,Yes,Annually,1
797,Clothing,78,4.0,Yes,Annually,0
798,Outerwear,82,4.0,Yes,Weekly,0
799,Clothing,39,3.8,Yes,Every 3 Months,1
800,Accessories,55,3.3,Yes,Annually,2
801,Clothing,20,2.6,Yes,Every 3 Months,1
802,Accessories,29,4.9,Yes,Fortnightly,1
803,Clothing,41,3.5,Yes,Weekly,1
804,Clothing,38,2.8,Yes,Every 3 Months,1
805,Footwear,47,2.6,Yes,Quarterly,2
806,Clothing,30,3.7,Yes,Monthly,1
807,Clothing,56,2.7,Yes,Quarterly,2
808,Clothing,89,3.3,Yes,Weekly,0
809,Footwear,96,4.6,Yes,Every 3 Months,0
810,Footwear,81,4.9,Yes,Bi-Weekly,0
811,Accessories,83,4.9,Yes,Bi-Weekly,0
812,Footwear,35,2.7,Yes,Quarterly,1
813,Footwear,56,3.2,Yes,Weekly,2
814,Accessories,45,2.9,Yes,Annually,1
815,Clothing,62,3.8,Yes,Monthly,2
816,Accessories,84,3.0,Yes,Bi-Weekly,0
817,Clothing,24,3.9,Yes,Monthly,1
818,Accessories,21,4.7,Yes,Fortnightly,1
819,Clothing,91,4.9,Yes,Monthly,0
820,Accessories,36,4.8,Yes,Quarterly,1
821,Footwear,39,2.5,Yes,Monthly,1
822,Clothing,39,3.9,Yes,Bi-Weekly,1
823,Clothing,59,3.4,Yes,Annually,2
824,Accessories,27,2.5,Yes,Quarterly,1
825,Clothing,94,3.0,Yes,Quarterly,0
826,Accessories,94,3.6,Yes,Monthly,0
827,Clothing,94,3.6,Yes,Weekly,0
828,Footwear,51,4.1,Yes,Fortnightly,2
829,Clothing,62,3.7,Yes,Bi-Weekly,2
830,Clothing,57,3.1,Yes,Fortnightly,2
831,Clothing,76,4.2,Yes,Annually,0
832,Accessories,63,4.3,Yes,Every 3 Months,2
833,Outerwear,80,2.5,Yes,Bi-Weekly,0
834,Accessories,68,3.5,Yes,Annually,2
835,Accessories,89,3.1,Yes,Weekly,0
836,Footwear,26,2.5,Yes,Weekly,1
837,Accessories,90,3.9,Yes,Bi-Weekly,0
838,Clothing,28,4.9,Yes,Every 3 Months,1
839,Outerwear,29,4.3,Yes,Annually,1
840,Clothing,31,2.6,Yes,Every 3 Months,1
841,Clothing,24,4.2,Yes,Weekly,1
842,Clothing,88,2.6,Yes,Fortnightly,0
843,Clothing,87,3.6,Yes,Weekly,0
844,Clothing,80,3.2,Yes,Weekly,0
845,Footwear,48,4.4,Yes,Bi-Weekly,2
846,Accessories,21,3.7,Yes,Monthly,1
847,Footwear,72,3.7,Yes,Quarterly,2
848,Clothing,44,4.1,Yes,Monthly,1
849,Footwear,73,3.6,Yes,Bi-Weekly,2
850,Clothing,61,4.3,Yes,Quarterly,2
851,Footwear,20,2.6,Yes,Monthly,1
852,Footwear,86,2.9,Yes,Monthly,0
853,Clothing,60,4.2,Yes,Every 3 Months,2
854,Accessories,43,4.0,Yes,Monthly,1
855,Clothing,44,4.3,Yes,Monthly,1
856,Clothing,76,3.0,Yes,Quarterly,0
857,Clothing,33,3.5,Yes,Fortnightly,1
858,Clothing,60,3.0,Yes,Every 3 Months,2
859,Outerwear,26,3.1,Yes,Weekly,1
860,Clothing,73,4.0,Yes,Monthly,2
861,Footwear,87,4.1,Yes,Monthly,0
862,Clothing,100,3.3,Yes,Every 3 Months,0
863,Outerwear,84,4.9,Yes,Fortnightly,0
864,Footwear,41,3.9,Yes,Fortnightly,1
865,Clothing,59,3.9,Yes,Annually,2
866,Clothing,26,4.8,Yes,Annually,1
867,Accessories,69,2.7,Yes,Bi-Weekly,2
868,Outerwear,20,3.1,Yes,Fortnightly,1
869,Clothing,83,3.2,Yes,Every 3 Months,0
870,Accessories,54,2.7,Yes,Weekly,2
871,Clothing,66,2.5,Yes,Bi-Weekly,2
872,Accessories,42,2.6,Yes,Quarterly,1
873,Clothing,33,2.9,Yes,Quarterly,1
874,Footwear,77,4.2,Yes,Quarterly,0
875,Outerwear,65,4.4,Yes,Every 3 Months,2
876,Footwear,39,4.1,Yes,Every 3 Months,1
877,Accessories,51,3.8,Yes,Weekly,2
878,Accessories,65,4.9,Yes,Every 3 Months,2
879,Accessories,89,4.9,Yes,Weekly,0
880,Clothing,76,4.1,Yes,Quarterly,0
881,Accessories,75,3.1,Yes,Monthly,0
882,Footwear,61,2.7,Yes,Annually,2
883,Footwear,35,3.8,Yes,Every 3 Months,1
884,Footwear,37,4.3,Yes,Monthly,1
885,Clothing,91,4.1,Yes,Weekly,0
886,Clothing,99,4.4,Yes,Every 3 Months,0
887,Clothing,54,3.6,Yes,Monthly,2
888,Accessories,47,3.3,Yes,Fortnightly,2
889,Accessories,77,3.6,Yes,Annually,0
890,Accessories,84,2.8,Yes,Weekly,0
891,Accessories,51,4.3,Yes,Monthly,2
892,Clothing,26,3.9,Yes,Every 3 Months,1
893,Clothing,64,2.7,Yes,Monthly,2
894,Accessories,51,4.7,Yes,Monthly,2
895,Clothing,60,3.8,Yes,Quarterly,2
896,Accessories,69,4.7,Yes,Quarterly,2
897,Accessories,29,4.7,Yes,Fortnightly,1
898,Clothing,91,3.4,Yes,Weekly,0
899,Accessories,70,3.5,Yes,Every 3 Months,2
900,Clothing,58,4.0,Yes,Annually,2
901,Accessories,98,3.3,Yes,Quarterly,0
902,Accessories,68,4.7,Yes,Monthly,2
903,Accessories,44,2.8,Yes,Monthly,1
904,Outerwear,45,3.3,Yes,Quarterly,1
905,Clothing,99,2.9,Yes,Every 3 Months,0
906,Clothing,68,2.8,Yes,Annually,2
907,Clothing,56,4.2,Yes,Bi-Weekly,2
908,Clothing,43,4.4,Yes,Bi-Weekly,1
909,Accessories,99,3.6,Yes,Every 3 Months,0
910,Accessories,56,2.7,Yes,Weekly,2
911,Clothing,25,3.4,Yes,Monthly,1
912,Clothing,74,2.8,Yes,Quarterly,2
913,Clothing,56,3.4,Yes,Monthly,2
914,Footwear,47,2.6,Yes,Every 3 Months,2
915,Clothing,67,4.1,Yes,Every 3 Months,2
916,Clothing,22,2.9,Yes,Fortnightly,1
917,Clothing,34,2.7,Yes,Monthly,1
918,Clothing,64,3.7,Yes,Quarterly,2
919,Clothing,42,4.3,Yes,Fortnightly,1
920,Clothing,82,2.6,Yes,Bi-Weekly,0
921,Accessories,81,4.3,Yes,Weekly,0
922,Outerwear,24,4.1,Yes,Weekly,1
923,Footwear,60,4.2,Yes,Monthly,2
924,Clothing,24,4.2,Yes,Weekly,1
925,Clothing,78,3.1,Yes,Quarterly,0
926,Clothing,88,4.9,Yes,Monthly,0
927,Clothing,63,4.4,Yes,Bi-Weekly,2
928,Footwear,78,4.4,Yes,Bi-Weekly,0
929,Clothing,37,3.4,Yes,Every 3 Months,1
930,Footwear,94,4.5,Yes,Fortnightly,0
931,Clothing,78,4.5,Yes,Bi-Weekly,0
932,Outerwear,36,4.1,Yes,Fortnightly,1
933,Clothing,24,3.2,Yes,Bi-Weekly,1
934,Footwear,84,2.7,Yes,Monthly,0
935,Clothing,47,3.7,Yes,Monthly,2
936,Clothing,51,2.6,Yes,Fortnightly,2
937,Footwear,84,2.7,Yes,Weekly,0
938,Clothing,24,2.7,Yes,Quarterly,1
939,Clothing,97,4.8,Yes,Fortnightly,0
940,Clothing,89,4.8,Yes,Monthly,0
941,Accessories,44,2.6,Yes,Every 3 Months,1
942,Accessories,35,4.5,Yes,Every 3 Months,1
943,Clothing,91,3.2,Yes,Bi-Weekly,0
944,Accessories,63,3.8,Yes,Fortnightly,2
945,Accessories,97,4.8,Yes,Bi-Weekly,0
946,Footwear,38,4.1,Yes,Every 3 Months,1
947,Outerwear,24,2.8,Yes,Quarterly,1
948,Clothing,32,3.9,Yes,Every 3 Months,1
949,Accessories,90,4.9,Yes,Every 3 Months,0
950,Clothing,36,3.4,Yes,Monthly,1
951,Accessories,37,4.1,Yes,Quarterly,1
952,Clothing,51,2.9,Yes,Monthly,2
953,Accessories,71,3.1,Yes,Monthly,2
954,Accessories,50,3.6,Yes,Quarterly,2
955,Accessories,74,3.5,Yes,Every 3 Months,2
956,Clothing,75,3.4,Yes,Monthly,0
957,Clothing,99,2.9,Yes,Quarterly,0
958,Accessories,23,4.7,Yes,Quarterly,1
959,Footwear,53,4.4,Yes,Bi-Weekly,2
960,Clothing,99,2.6,Yes,Fortnightly,0
961,Accessories,48,4.4,Yes,Quarterly,2
962,Footwear,72,3.7,Yes,Quarterly,2
963,Accessories,64,4.4,Yes,Fortnightly,2
964,Footwear,63,2.5,Yes,Weekly,2
965,Footwear,51,2.6,Yes,Bi-Weekly,2
966,Footwear,55,5.0,Yes,Annually,2
967,Clothing,55,4.9,Yes,Annually,2
968,Clothing,26,3.7,Yes,Weekly,1
969,Clothing,67,3.1,Yes,Quarterly,2
970,Outerwear,31,3.2,Yes,Monthly,1
971,Clothing,66,4.4,Yes,Monthly,2
972,Accessories,67,4.3,Yes,Weekly,2
973,Footwear,61,3.0,Yes,Weekly,2
974,Outerwear,75,3.5,Yes,Quarterly,0
975,Clothing,90,3.6,Yes,Monthly,0
976,Clothing,40,3.8,Yes,Weekly,1
977,Clothing,90,3.6,Yes,Every 3 Months,0
978,Accessories,20,4.6,Yes,Bi-Weekly,1
979,Accessories,40,2.5,Yes,Weekly,1
980,Accessories,33,3.5,Yes,Monthly,1
981,Footwear,98,4.0,Yes,Every 3 Months,0
982,Accessories,42,3.5,Yes,Quarterly,1
983,Outerwear,62,3.2,Yes,Monthly,2
984,Accessories,45,3.5,Yes,Bi-Weekly,1
985,Footwear,78,3.4,Yes,Bi-Weekly,0
986,Accessories,80,5.0,Yes,Annually,0
987,Accessories,96,4.5,Yes,Monthly,0
988,Accessories,47,2.8,Yes,Weekly,2
989,Clothing,84,4.9,Yes,Fortnightly,0
990,Footwear,31,3.1,Yes,Monthly,1
991,Accessories,63,4.8,Yes,Weekly,2
992,Clothing,97,2.7,Yes,Bi-Weekly,0
993,Outerwear,99,4.6,Yes,Weekly,0
994,Footwear,90,4.4,Yes,Weekly,0
995,Footwear,68,3.2,Yes,Monthly,2
996,Accessories,80,3.0,Yes,Weekly,0
997,Footwear,91,4.9,Yes,Quarterly,0
998,Clothing,30,3.6,Yes,Fortnightly,1
999,Footwear,90,3.8,Yes,Bi-Weekly,0
1000,Clothing,28,2.9,Yes,Monthly,1
1001,Clothing,46,3.9,Yes,Bi-Weekly,1
1002,Clothing,60,3.6,Yes,Fortnightly,2
1003,Footwear,59,3.5,Yes,Bi-Weekly,2
1004,Accessories,68,4.0,Yes,Bi-Weekly,2
1005,Accessories,79,4.8,Yes,Annually,0
1006,Accessories,94,3.9,Yes,Bi-Weekly,0
1007,Clothing,83,4.5,Yes,Quarterly,0
1008,Accessories,62,4.8,Yes,Annually,2
1009,Accessories,85,2.6,Yes,Annually,0
1010,Clothing,30,3.1,Yes,Annually,1
1011,Clothing,24,4.7,Yes,Fortnightly,1
1012,Accessories,25,2.9,Yes,Fortnightly,1
1013,Footwear,37,3.8,Yes,Annually,1
1014,Accessories,69,3.8,Yes,Bi-Weekly,2
1015,Footwear,97,3.0,Yes,Fortnightly,0
1016,Accessories,24,4.1,Yes,Weekly,1
1017,Accessories,30,3.4,Yes,Every 3 Months,1
1018,Outerwear,53,2.5,Yes,Annually,2
1019,Clothing,70,4.9,Yes,Weekly,2
1020,Clothing,76,2.8,Yes,Bi-Weekly,0
1021,Accessories,95,4.5,Yes,Annually,0
1022,Outerwear,51,4.9,Yes,Weekly,2
1023,Accessories,41,4.9,Yes,Annually,1
1024,Accessories,71,3.5,Yes,Every 3 Months,2
1025,Clothing,66,3.5,Yes,Quarterly,2
1026,Clothing,84,4.9,Yes,Annually,0
1027,Accessories,95,3.0,Yes,Bi-Weekly,0
1028,Accessories,90,2.8,Yes,Monthly,0
1029,Clothing,36,3.7,Yes,Fortnightly,1
1030,Accessories,22,3.6,Yes,Bi-Weekly,1
1031,Outerwear,89,3.3,Yes,Quarterly,0
1032,Footwear,50,3.4,Yes,Quarterly,2
1033,Footwear,36,4.0,Yes,Quarterly,1
1034,Clothing,52,4.6,Yes,Quarterly,2
1035,Clothing,29,4.2,Yes,Weekly,1
1036,Clothing,89,2.8,Yes,Annually,0
1037,Accessories,47,3.7,Yes,Monthly,2
1038,Accessories,25,3.4,Yes,Quarterly,1
1039,Clothing,74,3.0,Yes,Weekly,2
1040,Accessories,46,4.8,Yes,Monthly,1
1041,Clothing,22,4.0,Yes,Fortnightly,1
1042,Clothing,25,4.9,Yes,Fortnightly,1
1043,Accessories,80,4.9,Yes,Weekly,0
1044,Clothing,76,3.3,Yes,Fortnightly,0
1045,Clothing,30,4.4,Yes,Every 3 Months,1
1046,Clothing,79,3.5,Yes,Bi-Weekly,0
1047,Footwear,22,4.2,Yes,Annually,1
1048,Clothing,36,4.2,Yes,Fortnightly,1
1049,Clothing,77,2.7,Yes,Fortnightly,0
1050,Accessories,33,2.8,Yes,Quarterly,1
1051,Footwear,64,3.8,Yes,Monthly,2
1052,Clothing,53,2.6,Yes,Annually,2
1053,Footwear,36,3.0,Yes,Fortnightly,1
1054,Clothing,70,3.3,Yes,Bi-Weekly,2
1055,Clothing,96,4.9,Yes,Quarterly,0
1056,Outerwear,27,3.3,Yes,Annually,1
1057,Clothing,64,2.9,Yes,Fortnightly,2
1058,Outerwear,23,4.4,Yes,Weekly,1
1059,Accessories,33,3.1,Yes,Every 3 Months,1
1060,Outerwear,34,2.5,Yes,Monthly,1
1061,Clothing,35,2.6,Yes,Every 3 Months,1
1062,Outerwear,62,4.4,Yes,Every 3 Months,2
1063,Footwear,75,2.6,Yes,Every 3 Months,0
1064,Clothing,29,3.3,Yes,Monthly,1
1065,Accessories,28,3.5,Yes,Every 3 Months,1
1066,Clothing,20,4.1,Yes,Every 3 Months,1
1067,Outerwear,96,4.0,Yes,Bi-Weekly,0
1068,Clothing,43,2.7,Yes,Quarterly,1
1069,Clothing,94,2.5,Yes,Weekly,0
1070,Clothing,81,4.3,Yes,Every 3 Months,0
1071,Accessories,75,3.3,Yes,Weekly,0
1072,Accessories,81,2.6,Yes,Monthly,0
1073,Clothing,92,3.5,Yes,Fortnightly,0
1074,Accessories,96,4.0,Yes,Monthly,0
1075,Accessories,71,2.6,Yes,Fortnightly,2
1076,Accessories,50,4.9,Yes,Bi-Weekly,2
1077,Outerwear,72,2.9,Yes,Bi-Weekly,2
1078,Outerwear,28,3.7,Yes,Quarterly,1
1079,Clothing,59,4.4,Yes,Fortnightly,2
1080,Outerwear,33,4.4,Yes,Monthly,1
1081,Accessories,59,3.8,Yes,Every 3 Months,2
1082,Accessories,30,4.5,Yes,Annually,1
1083,Accessories,85,2.6,Yes,Quarterly,0
1084,Accessories,97,3.3,Yes,Weekly,0
1085,Clothing,36,4.1,Yes,Quarterly,1
1086,Accessories,85,3.0,Yes,Fortnightly,0
1087,Accessories,62,3.0,Yes,Bi-Weekly,2
1088,Clothing,71,3.4,Yes,Monthly,2
1089,Clothing,21,2.7,Yes,Weekly,1
1090,Accessories,61,3.8,Yes,Bi-Weekly,2
1091,Accessories,58,4.2,Yes,Fortnightly,2
1092,Clothing,80,4.7,Yes,Fortnightly,0
1093,Accessories,50,4.1,Yes,Quarterly,2
1094,Footwear,48,4.2,Yes,Every 3 Months,2
