Customer ID,Category,Purchase Amount (USD),Review Rating,Discount Applied,Frequency of Purchases
598,Accessories,69,3.4,Yes,Fortnightly
599,Clothing,66,3.2,Yes,Every 3 Months
600,Footwear,26,4.2,Yes,Every 3 Months
601,Accessories,63,5.0,Yes,Monthly
602,Accessories,38,4.7,Yes,Fortnightly
603,Footwear,58,4.2,Yes,Every 3 Months
604,Accessories,46,3.4,Yes,Every 3 Months
605,Accessories,92,4.4,Yes,Every 3 Months
606,Accessories,32,4.2,Yes,Weekly
607,Accessories,90,4.5,Yes,Monthly
608,Clothing,23,2.8,Yes,Monthly
609,Accessories,25,3.3,Yes,Every 3 Months
610,Clothing,54,4.6,Yes,Fortnightly
611,Clothing,72,2.5,Yes,Every 3 Months
612,Accessories,33,4.7,Yes,Monthly
613,Accessories,43,4.6,Yes,Quarterly
614,Outerwear,51,2.6,Yes,Bi-Weekly
615,Accessories,85,4.0,Yes,Bi-Weekly
616,Footwear,100,2.6,Yes,Annually
617,Accessories,72,4.6,Yes,Every 3 Months
618,Accessories,57,2.6,Yes,Quarterly
619,Outerwear,94,4.0,Yes,Bi-Weekly
620,Accessories,34,4.6,Yes,Every 3 Months
621,Accessories,89,3.7,Yes,Every 3 Months
622,Accessories,27,4.4,Yes,Weekly
623,Clothing,63,4.0,Yes,Fortnightly
624,Footwear,70,4.7,Yes,Bi-Weekly
625,Clothing,87,3.4,Yes,Annually
626,Accessories,79,4.0,Yes,Weekly
627,Accessories,79,3.9,Yes,Annually
628,Footwear,44,4.1,Yes,Monthly
629,Clothing,85,3.7,Yes,Monthly
630,Footwear,90,4.7,Yes,Annually
631,Accessories,94,4.3,Yes,Annually
632,Footwear,68,4.1,Yes,Fortnightly
633,Accessories,51,3.9,Yes,Fortnightly
634,Footwear,33,2.9,Yes,Quarterly
635,Footwear,60,3.9,Yes,Weekly
636,Clothing,59,4.3,Yes,Quarterly
637,Accessories,30,2.8,Yes,Every 3 Months
638,Clothing,20,3.4,Yes,Fortnightly
639,Footwear,20,2.7,Yes,Monthly
640,Clothing,24,4.0,Yes,Annually
641,Clothing,88,4.4,Yes,Fortnightly
642,Clothing,78,3.9,Yes,Every 3 Months
643,Clothing,25,2.8,Yes,Bi-Weekly
644,Clothing,57,3.2,Yes,Every 3 Months
645,Accessories,93,4.3,Yes,Weekly
646,Clothing,42,4.2,Yes,Bi-Weekly
647,Footwear,54,4.9,Yes,Bi-Weekly
648,Clothing,70,3.7,Yes,Fortnightly
649,Clothing,31,4.1,Yes,Weekly
650,Clothing,93,4.2,Yes,Every 3 Months
651,Accessories,40,3.9,Yes,Annually
652,Accessories,32,2.9,Yes,Fortnightly
653,Accessories,27,3.1,Yes,Weekly
654,Accessories,68,3.6,Yes,Fortnightly
655,Accessories,59,4.4,Yes,Annually
656,Accessories,36,3.1,Yes,Monthly
657,Clothing,23,3.9,Yes,Quarterly
658,Outerwear,80,4.3,Yes,Quarterly
659,Accessories,37,4.9,Yes,Weekly
660,Clothing,52,3.6,Yes,Weekly
661,Outerwear,79,5.0,Yes,Quarterly
662,Clothing,68,4.1,Yes,Quarterly
663,Accessories,98,2.8,Yes,Bi-Weekly
664,Clothing,83,4.7,Yes,Monthly
665,Clothing,83,4.4,Yes,Bi-Weekly
666,Clothing,55,4.9,Yes,Annually
667,Clothing,26,3.1,Yes,Quarterly
668,Accessories,76,2.6,Yes,Quarterly
669,Clothing,85,2.9,Yes,Monthly
670,Outerwear,89,3.3,Yes,Bi-Weekly
671,Clothing,41,4.8,Yes,Bi-Weekly
672,Outerwear,30,4.7,Yes,Weekly
673,Clothing,53,3.3,Yes,Quarterly
674,Clothing,66,4.2,Yes,Bi-Weekly
675,Accessories,33,4.7,Yes,Annually
676,Accessories,86,2.6,Yes,Annually
677,Clothing,60,2.9,Yes,Bi-Weekly
678,Clothing,62,2.7,Yes,Annually
679,Clothing,74,3.3,Yes,Every 3 Months
680,Footwear,95,3.4,Yes,Fortnightly
681,Footwear,25,4.2,Yes,Annually
682,Clothing,59,3.8,Yes,Every 3 Months
683,Outerwear,29,4.0,Yes,Bi-Weekly
684,Footwear,36,2.7,Yes,Monthly
685,Accessories,82,4.7,Yes,Monthly
686,Clothing,71,3.5,Yes,Fortnightly
687,Clothing,35,3.0,Yes,Fortnightly
688,Accessories,38,3.3,Yes,Quarterly
689,Accessories,59,4.7,Yes,Monthly
690,Clothing,91,4.7,Yes,Every 3 Months
691,Clothing,68,4.8,Yes,Weekly
692,Accessories,21,2.9,Yes,Bi-Weekly
693,Accessories,95,4.0,Yes,Every 3 Months
694,Clothing,52,3.1,Yes,Every 3 Months
695,Clothing,21,3.5,Yes,Every 3 Months
696,Clothing,67,3.7,Yes,Every 3 Months
697,Accessories,42,2.8,Yes,Monthly
698,Accessories,63,4.6,Yes,Quarterly
699,Footwear,41,3.8,Yes,Weekly
700,Accessories,46,2.6,Yes,Weekly
701,Clothing,79,4.1,Yes,Monthly
702,Footwear,90,3.3,Yes,Every 3 Months
703,Clothing,71,3.4,Yes,Weekly
704,Clothing,87,3.0,Yes,Weekly
705,Clothing,66,3.2,Yes,Annually
706,Clothing,90,4.5,Yes,Quarterly
707,Clothing,47,4.8,Yes,Weekly
708,Clothing,38,3.7,Yes,Annually
709,Accessories,50,3.4,Yes,Fortnightly
710,Outerwear,79,4.6,Yes,Monthly
711,Accessories,91,4.1,Yes,Fortnightly
712,Footwear,60,3.5,Yes,Bi-Weekly
713,Clothing,81,3.8,Yes,Quarterly
714,Clothing,90,2.6,Yes,Bi-Weekly
715,Outerwear,70,4.4,Yes,Fortnightly
716,Clothing,63,2.6,Yes,Quarterly
717,Accessories,29,3.6,Yes,Bi-Weekly
718,Clothing,90,4.2,Yes,Every 3 Months
719,Clothing,22,4.6,Yes,Annually
720,Clothing,22,3.3,Yes,Bi-Weekly
721,Accessories,62,3.4,Yes,Weekly
722,Clothing,57,4.4,Yes,Every 3 Months
723,Clothing,32,4.3,Yes,Bi-Weekly
724,Accessories,53,3.5,Yes,Monthly
725,Clothing,79,4.7,Yes,Every 3 Months
726,Accessories,61,3.1,Yes,Fortnightly
727,Clothing,78,3.6,Yes,Every 3 Months
728,Clothing,97,4.8,Yes,Every 3 Months
729,Clothing,78,3.7,Yes,Every 3 Months
730,Accessories,56,3.2,Yes,Every 3 Months
731,Footwear,25,3.9,Yes,Fortnightly
732,Outerwear,28,3.5,Yes,Fortnightly
733,Clothing,57,2.8,Yes,Bi-Weekly
734,Clothing,36,2.7,Yes,Bi-Weekly
735,Clothing,69,3.1,Yes,Every 3 Months
736,Accessories,48,3.6,Yes,Bi-Weekly
737,Clothing,58,2.9,Yes,Every 3 Months
738,Accessories,24,3.6,Yes,Annually
739,Accessories,31,3.5,Yes,Quarterly
740,Clothing,29,3.5,Yes,Bi-Weekly
741,Clothing,69,2.8,Yes,Fortnightly
742,Clothing,79,4.7,Yes,Every 3 Months
743,Clothing,39,3.1,Yes,Quarterly
744,Accessories,84,4.9,Yes,Weekly
745,Footwear,66,4.1,Yes,Bi-Weekly
746,Clothing,92,4.7,Yes,Monthly
747,Footwear,45,2.5,Yes,Annually
748,Clothing,74,4.4,Yes,Weekly
749,Accessories,39,3.9,Yes,Quarterly
750,Accessories,71,3.7,Yes,Quarterly
751,Clothing,95,3.4,Yes,Annually
752,Accessories,72,4.8,Yes,Monthly
753,Accessories,85,4.2,Yes,Every 3 Months
754,Footwear,54,3.4,Yes,Quarterly
755,Accessories,41,2.9,Yes,Quarterly
756,Outerwear,24,3.3,Yes,Weekly
757,Accessories,99,4.8,Yes,Fortnightly
758,Clothing,32,3.8,Yes,Quarterly
759,Footwear,71,4.6,Yes,Every 3 Months
760,Clothing,49,2.6,Yes,Fortnightly
761,Accessories,50,3.4,Yes,Annually
762,Accessories,91,4.2,Yes,Weekly
763,Accessories,46,3.9,Yes,Fortnightly
764,Clothing,50,2.9,Yes,Monthly
765,Clothing,39,4.2,Yes,Quarterly
766,Footwear,99,3.0,Yes,Quarterly
767,Accessories,48,3.6,Yes,Monthly
768,Outerwear,77,2.5,Yes,Annually
769,Accessories,95,2.6,Yes,Weekly
770,Clothing,100,4.3,Yes,Monthly
771,Footwear,54,3.3,Yes,Annually
772,Clothing,68,2.6,Yes,Fortnightly
773,Clothing,22,3.6,Yes,Bi-Weekly
774,Accessories,84,2.6,Yes,Bi-Weekly
775,Accessories,46,3.5,Yes,Quarterly
776,Accessories,53,3.0,Yes,Monthly
777,Clothing,60,5.0,Yes,Every 3 Months
778,Clothing,32,2.5,Yes,Weekly
779,Clothing,50,2.9,Yes,Annually
780,Clothing,94,4.6,Yes,Annually
781,Footwear,26,3.6,Yes,Quarterly
782,Accessories,44,3.0,Yes,Fortnightly
783,Clothing,57,4.5,Yes,Weekly
784,Clothing,65,4.5,Yes,Fortnightly
785,Clothing,72,3.2,Yes,Every 3 Months
786,Clothing,62,4.0,Yes,Fortnightly
787,Accessories,21,4.8,Yes,Every 3 Months
788,Accessories,85,3.7,Yes,Weekly
789,Clothing,51,3.8,Yes,Quarterly
790,Accessories,84,2.7,Yes,Bi-Weekly
791,Clothing,37,4.9,Yes,Quarterly
792,Accessories,44,3.1,Yes,Fortnightly
793,Footwear,45,4.2,Yes,Weekly
794,Clothing,35,3.8,Yes,Monthly
795,Accessories,50,4.2,Yes,Fortnightly
796,Footwear,26,4.6,Yes,Annually
797,Clothing,78,4.0,Yes,Annually
798,Outerwear,82,4.0,Yes,Weekly
799,Clothing,39,3.8,Yes,Every 3 Months
800,Accessories,55,3.3,Yes,Annually
801,Clothing,20,2.6,Yes,Every 3 Months
802,Accessories,29,4.9,Yes,Fortnightly
803,Clothing,41,3.5,Yes,Weekly
804,Clothing,38,2.8,Yes,Every 3 Months
805,Footwear,47,2.6,Yes,Quarterly
806,Clothing,30,3.7,Yes,Monthly
807,Clothing,56,2.7,Yes,Quarterly
808,Clothing,89,3.3,Yes,Weekly
809,Footwear,96,4.6,Yes,Every 3 Months
810,Footwear,81,4.9,Yes,Bi-Weekly
811,Accessories,83,4.9,Yes,Bi-Weekly
812,Footwear,35,2.7,Yes,Quarterly
813,Footwear,56,3.2,Yes,Weekly
814,Accessories,45,2.9,Yes,Annually
815,Clothing,62,3.8,Yes,Monthly
816,Accessories,84,3.0,Yes,Bi-Weekly
817,Clothing,24,3.9,Yes,Monthly
818,Accessories,21,4.7,Yes,Fortnightly
819,Clothing,91,4.9,Yes,Monthly
820,Accessories,36,4.8,Yes,Quarterly
821,Footwear,39,2.5,Yes,Monthly
822,Clothing,39,3.9,Yes,Bi-Weekly
823,Clothing,59,3.4,Yes,Annually
824,Accessories,27,2.5,Yes,Quarterly
825,Clothing,94,3.0,Yes,Quarterly
826,Accessories,94,3.6,Yes,Monthly
827,Clothing,94,3.6,Yes,Weekly
828,Footwear,51,4.1,Yes,Fortnightly
829,Clothing,62,3.7,Yes,Bi-Weekly
830,Clothing,57,3.1,Yes,Fortnightly
831,Clothing,76,4.2,Yes,Annually
832,Accessories,63,4.3,Yes,Every 3 Months
833,Outerwear,80,2.5,Yes,Bi-Weekly
834,Accessories,68,3.5,Yes,Annually
835,Accessories,89,3.1,Yes,Weekly
836,Footwear,26,2.5,Yes,Weekly
837,Accessories,90,3.9,Yes,Bi-Weekly
838,Clothing,28,4.9,Yes,Every 3 Months
839,Outerwear,29,4.3,Yes,Annually
840,Clothing,31,2.6,Yes,Every 3 Months
841,Clothing,24,4.2,Yes,Weekly
842,Clothing,88,2.6,Yes,Fortnightly
843,Clothing,87,3.6,Yes,Weekly
844,Clothing,80,3.2,Yes,Weekly
845,Footwear,48,4.4,Yes,Bi-Weekly
846,Accessories,21,3.7,Yes,Monthly
847,Footwear,72,3.7,Yes,Quarterly
848,Clothing,44,4.1,Yes,Monthly
849,Footwear,73,3.6,Yes,Bi-Weekly
850,Clothing,61,4.3,Yes,Quarterly
851,Footwear,20,2.6,Yes,Monthly
852,Footwear,86,2.9,Yes,Monthly
853,Clothing,60,4.2,Yes,Every 3 Months
854,Accessories,43,4.0,Yes,Monthly
855,Clothing,44,4.3,Yes,Monthly
856,Clothing,76,3.0,Yes,Quarterly
857,Clothing,33,3.5,Yes,Fortnightly
858,Clothing,60,3.0,Yes,Every 3 Months
859,Outerwear,26,3.1,Yes,Weekly
860,Clothing,73,4.0,Yes,Monthly
861,Footwear,87,4.1,Yes,Monthly
862,Clothing,100,3.3,Yes,Every 3 Months
863,Outerwear,84,4.9,Yes,Fortnightly
864,Footwear,41,3.9,Yes,Fortnightly
865,Clothing,59,3.9,Yes,Annually
866,Clothing,26,4.8,Yes,Annually
867,Accessories,69,2.7,Yes,Bi-Weekly
868,Outerwear,20,3.1,Yes,Fortnightly
869,Clothing,83,3.2,Yes,Every 3 Months
870,Accessories,54,2.7,Yes,Weekly
871,Clothing,66,2.5,Yes,Bi-Weekly
872,Accessories,42,2.6,Yes,Quarterly
873,Clothing,33,2.9,Yes,Quarterly
874,Footwear,77,4.2,Yes,Quarterly
875,Outerwear,65,4.4,Yes,Every 3 Months
876,Footwear,39,4.1,Yes,Every 3 Months
877,Accessories,51,3.8,Yes,Weekly
878,Accessories,65,4.9,Yes,Every 3 Months
879,Accessories,89,4.9,Yes,Weekly
880,Clothing,76,4.1,Yes,Quarterly
881,Accessories,75,3.1,Yes,Monthly
882,Footwear,61,2.7,Yes,Annually
883,Footwear,35,3.8,Yes,Every 3 Months
884,Footwear,37,4.3,Yes,Monthly
885,Clothing,91,4.1,Yes,Weekly
886,Clothing,99,4.4,Yes,Every 3 Months
887,Clothing,54,3.6,Yes,Monthly
888,Accessories,47,3.3,Yes,Fortnightly
889,Accessories,77,3.6,Yes,Annually
890,Accessories,84,2.8,Yes,Weekly
891,Accessories,51,4.3,Yes,Monthly
892,Clothing,26,3.9,Yes,Every 3 Months
893,Clothing,64,2.7,Yes,Monthly
894,Accessories,51,4.7,Yes,Monthly
895,Clothing,60,3.8,Yes,Quarterly
896,Accessories,69,4.7,Yes,Quarterly
897,Accessories,29,4.7,Yes,Fortnightly
898,Clothing,91,3.4,Yes,Weekly
899,Accessories,70,3.5,Yes,Every 3 Months
900,Clothing,58,4.0,Yes,Annually
901,Accessories,98,3.3,Yes,Quarterly
902,Accessories,68,4.7,Yes,Monthly
903,Accessories,44,2.8,Yes,Monthly
904,Outerwear,45,3.3,Yes,Quarterly
905,Clothing,99,2.9,Yes,Every 3 Months
906,Clothing,68,2.8,Yes,Annually
907,Clothing,56,4.2,Yes,Bi-Weekly
908,Clothing,43,4.4,Yes,Bi-Weekly
909,Accessories,99,3.6,Yes,Every 3 Months
910,Accessories,56,2.7,Yes,Weekly
911,Clothing,25,3.4,Yes,Monthly
912,Clothing,74,2.8,Yes,Quarterly
913,Clothing,56,3.4,Yes,Monthly
914,Footwear,47,2.6,Yes,Every 3 Months
915,Clothing,67,4.1,Yes,Every 3 Months
916,Clothing,22,2.9,Yes,Fortnightly
917,Clothing,34,2.7,Yes,Monthly
918,Clothing,64,3.7,Yes,Quarterly
919,Clothing,42,4.3,Yes,Fortnightly
920,Clothing,82,2.6,Yes,Bi-Weekly
921,Accessories,81,4.3,Yes,Weekly
922,Outerwear,24,4.1,Yes,Weekly
923,Footwear,60,4.2,Yes,Monthly
924,Clothing,24,4.2,Yes,Weekly
925,Clothing,78,3.1,Yes,Quarterly
926,Clothing,88,4.9,Yes,Monthly
927,Clothing,63,4.4,Yes,Bi-Weekly
928,Footwear,78,4.4,Yes,Bi-Weekly
929,Clothing,37,3.4,Yes,Every 3 Months
930,Footwear,94,4.5,Yes,Fortnightly
931,Clothing,78,4.5,Yes,Bi-Weekly
932,Outerwear,36,4.1,Yes,Fortnightly
933,Clothing,24,3.2,Yes,Bi-Weekly
934,Footwear,84,2.7,Yes,Monthly
935,Clothing,47,3.7,Yes,Monthly
936,Clothing,51,2.6,Yes,Fortnightly
937,Footwear,84,2.7,Yes,Weekly
938,Clothing,24,2.7,Yes,Quarterly
939,Clothing,97,4.8,Yes,Fortnightly
940,Clothing,89,4.8,Yes,Monthly
941,Accessories,44,2.6,Yes,Every 3 Months
942,Accessories,35,4.5,Yes,Every 3 Months
943,Clothing,91,3.2,Yes,Bi-Weekly
944,Accessories,63,3.8,Yes,Fortnightly
945,Accessories,97,4.8,Yes,Bi-Weekly
946,Footwear,38,4.1,Yes,Every 3 Months
947,Outerwear,24,2.8,Yes,Quarterly
948,Clothing,32,3.9,Yes,Every 3 Months
949,Accessories,90,4.9,Yes,Every 3 Months
950,Clothing,36,3.4,Yes,Monthly
951,Accessories,37,4.1,Yes,Quarterly
952,Clothing,51,2.9,Yes,Monthly
953,Accessories,71,3.1,Yes,Monthly
954,Accessories,50,3.6,Yes,Quarterly
955,Accessories,74,3.5,Yes,Every 3 Months
956,Clothing,75,3.4,Yes,Monthly
957,Clothing,99,2.9,Yes,Quarterly
958,Accessories,23,4.7,Yes,Quarterly
959,Footwear,53,4.4,Yes,Bi-Weekly
960,Clothing,99,2.6,Yes,Fortnightly
961,Accessories,48,4.4,Yes,Quarterly
962,Footwear,72,3.7,Yes,Quarterly
963,Accessories,64,4.4,Yes,Fortnightly
964,Footwear,63,2.5,Yes,Weekly
965,Footwear,51,2.6,Yes,Bi-Weekly
966,Footwear,55,5.0,Yes,Annually
967,Clothing,55,4.9,Yes,Annually
968,Clothing,26,3.7,Yes,Weekly
969,Clothing,67,3.1,Yes,Quarterly
970,Outerwear,31,3.2,Yes,Monthly
971,Clothing,66,4.4,Yes,Monthly
972,Accessories,67,4.3,Yes,Weekly
973,Footwear,61,3.0,Yes,Weekly
974,Outerwear,75,3.5,Yes,Quarterly
975,Clothing,90,3.6,Yes,Monthly
976,Clothing,40,3.8,Yes,Weekly
977,Clothing,90,3.6,Yes,Every 3 Months
978,Accessories,20,4.6,Yes,Bi-Weekly
979,Accessories,40,2.5,Yes,Weekly
980,Accessories,33,3.5,Yes,Monthly
981,Footwear,98,4.0,Yes,Every 3 Months
982,Accessories,42,3.5,Yes,Quarterly
983,Outerwear,62,3.2,Yes,Monthly
984,Accessories,45,3.5,Yes,Bi-Weekly
985,Footwear,78,3.4,Yes,Bi-Weekly
986,Accessories,80,5.0,Yes,Annually
987,Accessories,96,4.5,Yes,Monthly
988,Accessories,47,2.8,Yes,Weekly
989,Clothing,84,4.9,Yes,Fortnightly
990,Footwear,31,3.1,Yes,Monthly
991,Accessories,63,4.8,Yes,Weekly
992,Clothing,97,2.7,Yes,Bi-Weekly
993,Outerwear,99,4.6,Yes,Weekly
994,Footwear,90,4.4,Yes,Weekly
995,Footwear,68,3.2,Yes,Monthly
996,Accessories,80,3.0,Yes,Weekly
997,Footwear,91,4.9,Yes,Quarterly
998,Clothing,30,3.6,Yes,Fortnightly
999,Footwear,90,3.8,Yes,Bi-Weekly
1000,Clothing,28,2.9,Yes,Monthly
1001,Clothing,46,3.9,Yes,Bi-Weekly
1002,Clothing,60,3.6,Yes,Fortnightly
1003,Footwear,59,3.5,Yes,Bi-Weekly
1004,Accessories,68,4.0,Yes,Bi-Weekly
1005,Accessories,79,4.8,Yes,Annually
1006,Accessories,94,3.9,Yes,Bi-Weekly
1007,Clothing,83,4.5,Yes,Quarterly
1008,Accessories,62,4.8,Yes,Annually
1009,Accessories,85,2.6,Yes,Annually
1010,Clothing,30,3.1,Yes,Annually
1011,Clothing,24,4.7,Yes,Fortnightly
1012,Accessories,25,2.9,Yes,Fortnightly
1013,Footwear,37,3.8,Yes,Annually
1014,Accessories,69,3.8,Yes,Bi-Weekly
1015,Footwear,97,3.0,Yes,Fortnightly
1016,Accessories,24,4.1,Yes,Weekly
1017,Accessories,30,3.4,Yes,Every 3 Months
1018,Outerwear,53,2.5,Yes,Annually
1019,Clothing,70,4.9,Yes,Weekly
1020,Clothing,76,2.8,Yes,Bi-Weekly
1021,Accessories,95,4.5,Yes,Annually
1022,Outerwear,51,4.9,Yes,Weekly
1023,Accessories,41,4.9,Yes,Annually
1024,Accessories,71,3.5,Yes,Every 3 Months
1025,Clothing,66,3.5,Yes,Quarterly
1026,Clothing,84,4.9,Yes,Annually
1027,Accessories,95,3.0,Yes,Bi-Weekly
1028,Accessories,90,2.8,Yes,Monthly
1029,Clothing,36,3.7,Yes,Fortnightly
1030,Accessories,22,3.6,Yes,Bi-Weekly
1031,Outerwear,89,3.3,Yes,Quarterly
1032,Footwear,50,3.4,Yes,Quarterly
1033,Footwear,36,4.0,Yes,Quarterly
1034,Clothing,52,4.6,Yes,Quarterly
1035,Clothing,29,4.2,Yes,Weekly
1036,Clothing,89,2.8,Yes,Annually
1037,Accessories,47,3.7,Yes,Monthly
1038,Accessories,25,3.4,Yes,Quarterly
1039,Clothing,74,3.0,Yes,Weekly
1040,Accessories,46,4.8,Yes,Monthly
1041,Clothing,22,4.0,Yes,Fortnightly
1042,Clothing,25,4.9,Yes,Fortnightly
1043,Accessories,80,4.9,Yes,Weekly
1044,Clothing,76,3.3,Yes,Fortnightly
1045,Clothing,30,4.4,Yes,Every 3 Months
1046,Clothing,79,3.5,Yes,Bi-Weekly
1047,Footwear,22,4.2,Yes,Annually
1048,Clothing,36,4.2,Yes,Fortnightly
1049,Clothing,77,2.7,Yes,Fortnightly
1050,Accessories,33,2.8,Yes,Quarterly
1051,Footwear,64,3.8,Yes,Monthly
1052,Clothing,53,2.6,Yes,Annually
1053,Footwear,36,3.0,Yes,Fortnightly
1054,Clothing,70,3.3,Yes,Bi-Weekly
1055,Clothing,96,4.9,Yes,Quarterly
1056,Outerwear,27,3.3,Yes,Annually
1057,Clothing,64,2.9,Yes,Fortnightly
1058,Outerwear,23,4.4,Yes,Weekly
1059,Accessories,33,3.1,Yes,Every 3 Months
1060,Outerwear,34,2.5,Yes,Monthly
1061,Clothing,35,2.6,Yes,Every 3 Months
1062,Outerwear,62,4.4,Yes,Every 3 Months
1063,Footwear,75,2.6,Yes,Every 3 Months
1064,Clothing,29,3.3,Yes,Monthly
1065,Accessories,28,3.5,Yes,Every 3 Months
1066,Clothing,20,4.1,Yes,Every 3 Months
1067,Outerwear,96,4.0,Yes,Bi-Weekly
1068,Clothing,43,2.7,Yes,Quarterly
1069,Clothing,94,2.5,Yes,Weekly
1070,Clothing,81,4.3,Yes,Every 3 Months
1071,Accessories,75,3.3,Yes,Weekly
1072,Accessories,81,2.6,Yes,Monthly
1073,Clothing,92,3.5,Yes,Fortnightly
1074,Accessories,96,4.0,Yes,Monthly
1075,Accessories,71,2.6,Yes,Fortnightly
1076,Accessories,50,4.9,Yes,Bi-Weekly
1077,Outerwear,72,2.9,Yes,Bi-Weekly
1078,Outerwear,28,3.7,Yes,Quarterly
1079,Clothing,59,4.4,Yes,Fortnightly
1080,Outerwear,33,4.4,Yes,Monthly
1081,Accessories,59,3.8,Yes,Every 3 Months
1082,Accessories,30,4.5,Yes,Annually
1083,Accessories,85,2.6,Yes,Quarterly
1084,Accessories,97,3.3,Yes,Weekly
1085,Clothing,36,4.1,Yes,Quarterly
1086,Accessories,85,3.0,Yes,Fortnightly
1087,Accessories,62,3.0,Yes,Bi-Weekly
1088,Clothing,71,3.4,Yes,Monthly
1089,Clothing,21,2.7,Yes,Weekly
1090,Accessories,61,3.8,Yes,Bi-Weekly
1091,Accessories,58,4.2,Yes,Fortnightly
1092,Clothing,80,4.7,Yes,Fortnightly
1093,Accessories,50,4.1,Yes,Quarterly
1094,Footwear,48,4.2,Yes,Every 3 Months
1095,Accessories,40,4.8,Yes,Quarterly
1096,Outerwear,34,3.0,Yes,Quarterly
1097,Outerwear,46,2.6,Yes,Annually
1098,Accessories,27,3.2,Yes,Weekly
1099,Accessories,98,3.6,Yes,Weekly
1100,Clothing,73,2.6,Yes,Fortnightly
1101,Clothing,28,4.4,Yes,Weekly
1102,Accessories,76,3.0,Yes,Fortnightly
1103,Clothing,83,2.9,Yes,Fortnightly
1104,Clothing,23,4.3,Yes,Bi-Weekly
1105,Accessories,28,3.1,Yes,Quarterly
1106,Clothing,83,3.0,Yes,Every 3 Months
1107,Clothing,96,3.6,Yes,Fortnightly
1108,Footwear,62,2.8,Yes,Weekly
1109,Clothing,25,2.8,Yes,Fortnightly
1110,Clothing,97,4.9,Yes,Weekly
1111,Clothing,61,3.0,Yes,Bi-Weekly
1112,Footwear,66,4.1,Yes,Bi-Weekly
1113,Clothing,67,4.6,Yes,Quarterly
1114,Accessories,80,4.8,Yes,Bi-Weekly
1115,Clothing,25,2.6,Yes,Every 3 Months
1116,Accessories,58,4.0,Yes,Weekly
1117,Accessories,96,4.2,Yes,Fortnightly
1118,Accessories,77,4.5,Yes,Monthly
1119,Accessories,65,4.9,Yes,Every 3 Months
1120,Accessories,36,3.1,Yes,Weekly
1121,Footwear,84,4.0,Yes,Monthly
1122,Clothing,58,3.2,Yes,Quarterly
1123,Accessories,62,4.3,Yes,Annually
1124,Accessories,67,2.5,Yes,Monthly
1125,Clothing,20,4.9,Yes,Quarterly
1126,Footwear,90,2.7,Yes,Weekly
1127,Accessories,58,3.4,Yes,Fortnightly
1128,Clothing,53,4.8,Yes,Monthly
1129,Accessories,30,4.7,Yes,Monthly
1130,Clothing,65,4.7,Yes,Fortnightly
1131,Accessories,41,3.9,Yes,Bi-Weekly
1132,Clothing,73,3.7,Yes,Monthly
1133,Clothing,98,4.3,Yes,Fortnightly
1134,Footwear,36,4.1,Yes,Weekly
1135,Clothing,81,4.6,Yes,Every 3 Months
1136,Clothing,90,3.6,Yes,Quarterly
1137,Accessories,83,4.8,Yes,Monthly
1138,Clothing,91,2.8,Yes,Every 3 Months
1139,Clothing,36,4.7,Yes,Fortnightly
1140,Outerwear,53,3.9,Yes,Bi-Weekly
1141,Clothing,39,2.6,Yes,Every 3 Months
1142,Accessories,33,4.7,Yes,Fortnightly
1143,Clothing,76,3.5,Yes,Bi-Weekly
1144,Footwear,23,4.4,Yes,Quarterly
1145,Clothing,54,4.4,Yes,Fortnightly
1146,Footwear,89,3.0,Yes,Every 3 Months
1147,Footwear,38,4.2,Yes,Every 3 Months
1148,Accessories,36,4.3,Yes,Annually
1149,Clothing,66,2.6,Yes,Fortnightly
1150,Accessories,42,3.3,Yes,Annually
1151,Accessories,36,2.7,Yes,Bi-Weekly
1152,Clothing,86,4.2,Yes,Weekly
1153,Accessories,49,4.0,Yes,Every 3 Months
1154,Clothing,41,4.0,Yes,Quarterly
1155,Clothing,82,2.9,Yes,Bi-Weekly
1156,Clothing,53,2.6,Yes,Quarterly
1157,Footwear,21,4.8,Yes,Every 3 Months
1158,Accessories,66,4.4,Yes,Quarterly
1159,Accessories,89,4.0,Yes,Annually
1160,Accessories,55,3.6,Yes,Every 3 Months
1161,Accessories,42,3.2,Yes,Bi-Weekly
1162,Clothing,52,3.1,Yes,Monthly
1163,Footwear,92,4.2,Yes,Weekly
1164,Clothing,56,3.0,Yes,Monthly
1165,Clothing,96,4.2,Yes,Quarterly
1166,Clothing,64,2.9,Yes,Every 3 Months
1167,Clothing,48,3.7,Yes,Fortnightly
1168,Clothing,83,3.6,Yes,Quarterly
1169,Accessories,91,3.6,Yes,Fortnightly
1170,Accessories,94,4.5,Yes,Annually
1171,Clothing,62,3.2,Yes,Bi-Weekly
1172,Clothing,55,3.9,Yes,Annually
1173,Outerwear,68,4.6,Yes,Bi-Weekly
1174,Accessories,76,2.5,Yes,Bi-Weekly
1175,Accessories,31,4.3,Yes,Bi-Weekly
1176,Accessories,81,4.1,Yes,Quarterly
1177,Clothing,83,4.6,Yes,Quarterly
1178,Clothing,21,4.8,Yes,Monthly
1179,Clothing,22,4.9,Yes,Annually
1180,Clothing,33,2.8,Yes,Annually
1181,Clothing,23,4.9,Yes,Monthly
1182,Clothing,96,3.5,Yes,Quarterly
1183,Accessories,21,3.8,Yes,Quarterly
1184,Clothing,39,4.5,Yes,Weekly
